id,name,age,city,income
22893,Terri,56,Columbus,90734
22894,Paige,56,Cincinnati,106104
22895,Kylo,55,Akron,81676
22896,Eric,26,Cleveland,34716
22897,TJ,78,Dayton,78659
22898,Steve,79,Dayton,115778
22899,TJ,77,Dayton,80004
22900,Paige,44,Dayton,102114
22901,Karli,19,Dayton,105607
22902,Paige,65,Cleveland,57895
22903,Karli,80,Dayton,112327
22904,Sarah,61,Columbus,74142
22905,Desdemona,37,Cleveland,39415
22906,Ishmael,83,Cincinnati,111581
22907,Terry,40,Youngstown,105500
22908,Paige,25,Youngstown,89892
22909,Sarah,53,Columbus,116086
22910,Julianna,36,Cincinnati,73813
22911,Terry,42,Youngstown,73543
22912,Leia,22,Columbus,115778
22913,Jeff,82,Dayton,105659
22914,Beetlejuice,91,Akron,65768
22915,Hector,38,Dayton,63398
22916,Beetlejuice,18,Dayton,38761
22917,William,42,Columbus,106968
22918,Sarah,52,Toledo,45787
22919,Tim,77,Akron,87660
22920,Karli,66,Columbus,70405
22921,Brianna,30,Dayton,71752
22922,Tim,92,Cincinnati,101441
22923,Beetlejuice,55,Columbus,104369
22924,Steve,57,Cleveland,100761
22925,Steve,29,Youngstown,84818
22926,Nathan,71,Toledo,75008
22927,Sarah,55,Cincinnati,52968
22928,Terry,22,Cincinnati,114625
22929,Paige,87,Cleveland,30928
22930,Steve,47,Dayton,111797
22931,Kylo,76,Cincinnati,63984
22932,Beetlejuice,20,Toledo,40711
22933,Julianna,78,Cincinnati,116180
22934,Vivian,61,Toledo,36064
22935,Peter,18,Toledo,91885
22936,Admira,67,Cleveland,82512
22937,Karli,88,Youngstown,121567
22938,Leia,18,Akron,106791
22939,Matthew,16,Youngstown,97551
22940,Leia,54,Dayton,37897
22941,Chris,86,Dayton,101243
22942,William,19,Toledo,121873
22943,Kylo,72,Columbus,81351
22944,Admira,37,Cleveland,53670
22945,Zoey,33,Cleveland,93592
22946,Kylo,30,Akron,107139
22947,Jen,79,Dayton,43644
22948,Jeff,81,Toledo,59310
22949,Karli,19,Youngstown,52567
22950,William,51,Cleveland,91741
22951,Ishmael,55,Dayton,45752
22952,Lin,60,Cleveland,101970
22953,Eric,42,Akron,36100
22954,Helena,54,Cincinnati,113649
22955,Hector,40,Toledo,79182
22956,Desdemona,36,Cleveland,73396
22957,Vivian,61,Cleveland,54992
22958,Matthew,84,Cincinnati,52990
22959,Jen,83,Dayton,117939
22960,Zoey,83,Dayton,79574
22961,Aaliyah,51,Cleveland,36821
22962,Beetlejuice,68,Cleveland,33171
22963,Bill,61,Akron,115846
22964,William,49,Youngstown,53108
22965,Lin,46,Dayton,76090
22966,Becky,29,Youngstown,53598
22967,Nathan,38,Akron,63480
22968,Tim,59,Toledo,97466
22969,Bill,20,Columbus,41531
22970,Becky,59,Youngstown,79239
22971,Admira,41,Toledo,84586
22972,Nathan,47,Youngstown,84541
22973,Will,78,Cleveland,89914
22974,Galahad,92,Toledo,60742
22975,Terry,76,Dayton,63599
22976,Julianna,50,Youngstown,101250
22977,Brianna,26,Youngstown,93392
22978,Terry,24,Dayton,89997
22979,Nathan,34,Columbus,114268
22980,Ishmael,33,Toledo,49023
22981,Becky,64,Youngstown,82223
22982,Atticus,52,Akron,97040
22983,Paige,88,Toledo,90987
22984,Hector,68,Columbus,57670
22985,Vivian,87,Cleveland,75181
22986,Chris,31,Cincinnati,111761
22987,TJ,34,Akron,46724
22988,Terry,76,Columbus,67603
22989,Tim,75,Dayton,48435
22990,Steve,65,Cincinnati,30308
22991,Zoey,19,Toledo,60457
22992,Brianna,28,Akron,66721
22993,Becky,57,Cleveland,116700
22994,TJ,16,Dayton,92277
22995,Galahad,83,Columbus,65619
22996,Vivian,76,Youngstown,101920
22997,Aaliyah,59,Columbus,114752
22998,Sarah,86,Cleveland,114058
22999,Jeff,54,Cincinnati,52831
23000,Paige,80,Dayton,44297
23001,Atticus,83,Akron,84046
23002,Vivian,49,Cincinnati,49798
23003,Jen,46,Dayton,43079
23004,Lin,90,Dayton,111178
23005,Admira,83,Cleveland,99865
23006,Karli,32,Youngstown,71285
23007,Helena,85,Youngstown,90806
23008,Beetlejuice,29,Youngstown,84418
23009,William,72,Dayton,75239
23010,Ishmael,45,Akron,105957
23011,Becky,25,Toledo,59249
23012,Kylo,37,Cleveland,31079
23013,Julianna,89,Youngstown,54540
23014,Becky,27,Toledo,47223
23015,William,53,Cincinnati,103714
23016,Julianna,32,Youngstown,90417
23017,Karli,17,Cincinnati,60969
23018,Becky,35,Youngstown,43876
23019,Julianna,82,Cleveland,79477
23020,Ryan,36,Cincinnati,65394
23021,Terry,67,Akron,30419
23022,Tim,91,Akron,34822
23023,Terri,85,Columbus,81793
23024,Brianna,51,Youngstown,68904
23025,Matthew,73,Dayton,65936
23026,Vivian,24,Cleveland,74435
23027,William,38,Akron,114048
23028,Zoey,34,Toledo,108473
23029,Desdemona,83,Youngstown,89201
23030,Will,63,Youngstown,52576
23031,Zoey,78,Cincinnati,74793
23032,Kylo,44,Toledo,89770
23033,Tim,57,Youngstown,107027
23034,Terry,26,Cleveland,88186
23035,Hector,56,Youngstown,48280
23036,Karli,80,Cleveland,107540
23037,Sarah,66,Akron,112923
23038,Karli,84,Cincinnati,53464
23039,Eric,32,Cincinnati,105595
23040,Morticia,57,Toledo,81401
23041,Jen,83,Dayton,109532
23042,Ryan,41,Dayton,92301
23043,Atticus,48,Toledo,58938
23044,Becky,27,Youngstown,74092
23045,Ryan,87,Columbus,50271
23046,Paige,32,Dayton,31667
23047,Becky,64,Akron,98849
23048,Beetlejuice,89,Cleveland,53775
23049,Tim,66,Cleveland,36242
23050,Nathan,20,Toledo,102977
23051,Atticus,25,Youngstown,119691
23052,Kylo,48,Toledo,70048
23053,Galahad,77,Cincinnati,44732
23054,Leia,77,Cleveland,100119
23055,Lin,87,Cincinnati,99293
23056,Lin,54,Dayton,33966
23057,Terry,86,Dayton,76801
23058,Desdemona,64,Columbus,63449
23059,Kylo,83,Akron,83848
23060,Paige,83,Cincinnati,31267
23061,TJ,53,Cincinnati,118633
23062,Steve,68,Columbus,40388
23063,Leia,39,Cincinnati,53477
23064,Hector,75,Akron,103136
23065,Karli,21,Youngstown,100033
23066,Terry,27,Youngstown,76431
23067,Becky,67,Akron,107905
23068,Vivian,24,Columbus,97032
23069,Morticia,19,Youngstown,120175
23070,Bill,52,Youngstown,66359
23071,Kylo,70,Cleveland,112974
23072,Jen,71,Cleveland,83260
23073,Jeff,83,Dayton,68187
23074,Zoey,49,Columbus,63162
23075,Tim,30,Dayton,67182
23076,Aaliyah,45,Dayton,89998
23077,Bill,32,Columbus,107541
23078,Chris,22,Cleveland,60934
23079,Terri,58,Cincinnati,89348
23080,Morticia,37,Youngstown,74341
23081,Beetlejuice,63,Dayton,54903
23082,Karli,89,Youngstown,78144
23083,Peter,57,Cleveland,82699
23084,Galahad,66,Cleveland,33253
23085,Atticus,45,Columbus,108523
23086,Admira,61,Akron,36548
23087,Beetlejuice,34,Toledo,50384
23088,Steve,71,Dayton,39148
23089,Admira,19,Akron,86414
23090,Becky,53,Toledo,53827
23091,Kylo,25,Akron,90108
23092,Chris,62,Cincinnati,68858
23093,Galahad,45,Cincinnati,96567
23094,Steve,36,Toledo,35996
23095,Ryan,25,Dayton,60437
23096,Jen,85,Youngstown,91788
23097,Sarah,82,Dayton,57862
23098,Desdemona,91,Cincinnati,61061
23099,Karli,68,Youngstown,53588
23100,Hector,74,Cleveland,89363
23101,Karli,33,Toledo,75266
23102,Julianna,64,Youngstown,82131
23103,Lin,75,Cleveland,46257
23104,Leia,78,Cleveland,104307
23105,Helena,28,Cincinnati,50494
23106,Aaliyah,32,Toledo,38642
23107,Becky,89,Cleveland,78030
23108,Julianna,39,Youngstown,107431
23109,Brianna,59,Youngstown,68789
23110,Becky,33,Youngstown,113732
23111,Brianna,50,Cleveland,32748
23112,Admira,70,Dayton,77438
23113,Paige,72,Cleveland,86813
23114,Aaliyah,58,Columbus,32674
23115,Jeff,31,Toledo,86301
23116,Matthew,78,Columbus,32415
23117,Nathan,64,Youngstown,39521
23118,Karli,88,Columbus,56584
23119,Leia,68,Youngstown,49382
23120,Galahad,70,Toledo,85443
23121,Tim,51,Toledo,79202
23122,Karli,43,Columbus,114239
23123,Paige,26,Columbus,96913
23124,Beetlejuice,29,Akron,86836
23125,Helena,32,Youngstown,38419
23126,Ishmael,26,Toledo,34260
23127,Will,55,Akron,82121
23128,Bill,50,Dayton,72888
23129,Ishmael,23,Toledo,84294
23130,Matthew,87,Toledo,97255
23131,Desdemona,62,Akron,34902
23132,Aaliyah,58,Akron,42751
23133,Admira,25,Cincinnati,34902
23134,Terry,37,Cleveland,79168
23135,Leia,79,Columbus,59412
23136,Atticus,91,Youngstown,107406
23137,Jen,61,Akron,98562
23138,Helena,45,Columbus,84413
23139,Hector,75,Columbus,104405
23140,Bill,53,Toledo,105066
23141,Tim,84,Cincinnati,100568
23142,Bill,16,Columbus,87642
23143,Beetlejuice,76,Toledo,119361
23144,Ishmael,60,Toledo,98012
23145,Will,66,Cleveland,31097
23146,Hector,21,Cincinnati,34983
23147,Steve,17,Youngstown,53493
23148,Lin,69,Cleveland,114167
23149,Morticia,84,Cincinnati,79241
23150,Vivian,38,Youngstown,44949
23151,Hector,39,Akron,121213
23152,Karli,34,Toledo,90805
23153,Sarah,53,Toledo,42134
23154,Julianna,89,Toledo,32644
23155,Admira,56,Youngstown,102048
23156,Paige,65,Cleveland,74742
23157,Chris,34,Youngstown,62001
23158,Will,38,Akron,48488
23159,Becky,34,Toledo,64099
23160,Atticus,39,Akron,53864
23161,Terry,49,Cincinnati,81427
23162,Peter,23,Dayton,114151
23163,Eric,79,Dayton,38896
23164,Helena,45,Toledo,46308
23165,Hector,44,Cleveland,80693
23166,Jeff,34,Toledo,64663
23167,Terry,22,Youngstown,34264
23168,TJ,20,Dayton,109966
23169,Atticus,48,Youngstown,91439
23170,Admira,24,Youngstown,119034
23171,Beetlejuice,25,Toledo,71597
23172,Leia,75,Columbus,89685
23173,Ishmael,40,Akron,71865
23174,Matthew,85,Youngstown,83485
23175,Admira,41,Dayton,56538
23176,Jen,23,Akron,63186
23177,Matthew,88,Toledo,47843
23178,Atticus,90,Toledo,80392
23179,Ryan,29,Toledo,36891
23180,Galahad,43,Columbus,67242
23181,Vivian,37,Cincinnati,36817
23182,Paige,40,Youngstown,66888
23183,Becky,62,Toledo,61074
23184,Tim,86,Akron,118888
23185,Jeff,60,Akron,50451
23186,Desdemona,36,Dayton,69641
23187,Sarah,50,Cincinnati,58544
23188,William,54,Cincinnati,41873
23189,Chris,29,Akron,31852
23190,Jeff,85,Cincinnati,98304
23191,Hector,67,Cincinnati,63550
23192,Ryan,63,Cleveland,98337
23193,Tim,28,Akron,85449
23194,Matthew,55,Toledo,115882
23195,Helena,62,Columbus,55597
23196,Matthew,42,Dayton,75472
23197,Nathan,56,Dayton,103111
23198,Aaliyah,69,Cincinnati,69272
23199,Atticus,18,Youngstown,35346
23200,TJ,82,Akron,63051
23201,Desdemona,23,Toledo,81717
23202,Nathan,79,Akron,74192
23203,Hector,26,Dayton,52665
23204,Beetlejuice,63,Akron,86928
23205,Matthew,87,Akron,90765
23206,Karli,51,Dayton,80378
23207,Zoey,54,Dayton,73049
23208,Julianna,33,Akron,61795
23209,Chris,85,Akron,58103
23210,Julianna,57,Cleveland,75194
23211,Zoey,73,Toledo,51914
23212,Paige,63,Akron,59411
23213,Becky,80,Youngstown,40249
23214,Ryan,60,Cleveland,44891
23215,Helena,56,Toledo,92905
23216,Admira,22,Cincinnati,46093
23217,Brianna,42,Cincinnati,41971
23218,Brianna,33,Toledo,89646
23219,Julianna,51,Toledo,52535
23220,Brianna,38,Dayton,80955
23221,Lin,17,Cleveland,105174
23222,Terry,60,Columbus,71342
23223,Terry,25,Akron,52616
23224,Lin,37,Cleveland,69069
23225,Matthew,76,Cincinnati,52900
23226,Bill,79,Columbus,37993
23227,Aaliyah,58,Youngstown,81839
23228,Terry,62,Akron,102037
23229,Kylo,56,Toledo,117378
23230,Beetlejuice,81,Cleveland,35208
23231,Zoey,28,Dayton,95885
23232,Terri,91,Youngstown,48357
23233,Terry,31,Toledo,102931
23234,Tim,41,Columbus,94138
23235,Becky,19,Akron,77590
23236,Admira,51,Dayton,85664
23237,Terry,75,Cincinnati,93610
23238,Leia,32,Dayton,77841
23239,Becky,88,Cincinnati,80443
23240,TJ,29,Toledo,55765
23241,Peter,70,Akron,49308
23242,Morticia,27,Columbus,78087
23243,Matthew,21,Cleveland,46820
23244,Desdemona,60,Akron,68836
23245,Sarah,31,Cincinnati,114269
23246,Peter,53,Columbus,62344
23247,Beetlejuice,26,Toledo,51995
23248,Julianna,77,Dayton,114222
23249,Kylo,76,Akron,68413
23250,Steve,57,Toledo,111644
23251,Steve,74,Cleveland,113080
23252,Hector,41,Akron,97443
23253,Jeff,62,Cincinnati,60437
23254,Atticus,73,Youngstown,86202
23255,Brianna,61,Dayton,31873
23256,Kylo,38,Toledo,66303
23257,Nathan,30,Dayton,116067
23258,Beetlejuice,86,Toledo,121490
23259,Becky,54,Cleveland,68163
23260,Jen,64,Cincinnati,54014
23261,Steve,63,Youngstown,48290
23262,Matthew,65,Cleveland,65437
23263,Galahad,88,Cincinnati,63262
23264,Paige,72,Cleveland,69688
23265,Bill,25,Columbus,49870
23266,Matthew,31,Toledo,52691
23267,William,43,Toledo,40716
23268,Terry,72,Youngstown,119738
23269,Nathan,19,Akron,31449
23270,Aaliyah,60,Akron,59086
23271,Karli,45,Toledo,64663
23272,Ryan,38,Dayton,42255
23273,Terry,91,Youngstown,77454
23274,William,92,Akron,103542
23275,Vivian,52,Dayton,70057
23276,William,69,Cincinnati,68248
23277,Zoey,22,Cincinnati,83413
23278,Lin,32,Toledo,57770
23279,Jeff,46,Cincinnati,30166
23280,TJ,54,Columbus,98872
23281,Julianna,16,Cleveland,89674
23282,Vivian,47,Columbus,61292
23283,Paige,40,Dayton,33368
23284,Aaliyah,27,Akron,74711
23285,Terri,32,Columbus,31838
23286,Jeff,44,Cleveland,84787
23287,Becky,56,Toledo,64637
23288,Zoey,84,Columbus,49795
23289,Matthew,32,Cleveland,107347
23290,Helena,38,Cleveland,82591
23291,Bill,69,Cleveland,50846
23292,William,50,Columbus,82688
23293,Terry,30,Akron,99985
23294,Jen,89,Youngstown,102534
23295,Lin,49,Toledo,51030
23296,Brianna,28,Youngstown,99806
23297,Brianna,38,Toledo,40531
23298,Becky,78,Cincinnati,56738
23299,Galahad,62,Columbus,30311
23300,Zoey,57,Cincinnati,79483
23301,Ryan,79,Youngstown,43666
23302,Aaliyah,45,Dayton,43480
23303,Steve,34,Akron,104527
23304,Beetlejuice,27,Cleveland,90649
23305,Hector,64,Toledo,111469
23306,Bill,75,Toledo,114376
23307,Ishmael,20,Columbus,56510
23308,Eric,76,Akron,35750
23309,Beetlejuice,83,Dayton,83956
23310,Matthew,21,Cleveland,106572
23311,Becky,75,Dayton,118815
23312,Terri,54,Cleveland,35962
23313,Terry,27,Youngstown,95082
23314,Leia,21,Youngstown,116002
23315,Leia,81,Cleveland,30848
23316,Nathan,84,Toledo,108221
23317,Hector,49,Toledo,87912
23318,Admira,86,Cleveland,56658
23319,Vivian,35,Toledo,81725
23320,Ryan,82,Cincinnati,30289
23321,Nathan,52,Cleveland,98666
23322,Vivian,87,Cincinnati,56184
23323,Terri,24,Cleveland,61689
23324,Becky,29,Cleveland,31964
23325,Becky,87,Toledo,45506
23326,Galahad,90,Youngstown,85740
23327,Admira,70,Cincinnati,103845
23328,Karli,74,Youngstown,63704
23329,Zoey,86,Akron,37112
23330,Ryan,84,Dayton,84623
23331,Tim,86,Columbus,70988
23332,Will,85,Akron,98229
23333,Beetlejuice,84,Akron,42405
23334,Beetlejuice,76,Toledo,40656
23335,Helena,51,Youngstown,106019
23336,Bill,53,Cincinnati,102799
23337,Chris,61,Toledo,107672
23338,Becky,81,Toledo,47539
23339,Will,20,Akron,120020
23340,Paige,41,Youngstown,74459
23341,Helena,77,Columbus,119753
23342,Atticus,73,Cincinnati,106753
23343,Peter,84,Youngstown,75631
23344,Brianna,27,Cleveland,108540
23345,Vivian,42,Columbus,94430
23346,Nathan,91,Cleveland,31294
23347,Beetlejuice,66,Dayton,33944
23348,Brianna,39,Dayton,43633
23349,Eric,36,Dayton,116147
23350,Bill,65,Dayton,86811
23351,Jeff,54,Dayton,34709
23352,Terri,89,Akron,90458
23353,Nathan,38,Akron,47030
23354,Julianna,66,Cleveland,34890
23355,Ishmael,31,Cleveland,76019
23356,Paige,47,Akron,42693
23357,Jen,50,Dayton,43138
23358,Peter,59,Toledo,48713
23359,Nathan,86,Cincinnati,91594
23360,Terry,77,Cleveland,44803
23361,Paige,73,Cincinnati,87892
23362,Karli,48,Cincinnati,113702
23363,Desdemona,76,Youngstown,31907
23364,Morticia,35,Dayton,76448
23365,Tim,21,Youngstown,33900
23366,Kylo,25,Toledo,97798
23367,Lin,49,Cincinnati,98188
23368,Matthew,43,Cincinnati,87514
23369,Becky,37,Cincinnati,114024
23370,Jen,38,Youngstown,98112
23371,Brianna,22,Cincinnati,102121
23372,Zoey,58,Toledo,72454
23373,Helena,26,Cincinnati,47400
23374,Paige,62,Columbus,74882
23375,Admira,48,Akron,72097
23376,Hector,78,Akron,105898
23377,Galahad,59,Columbus,90319
23378,TJ,24,Cincinnati,42394
23379,Eric,47,Columbus,83288
23380,Morticia,49,Youngstown,120093
23381,TJ,53,Cleveland,75529
23382,Karli,83,Akron,100470
23383,Zoey,82,Cleveland,43743
23384,William,59,Toledo,115559
23385,Hector,43,Toledo,52051
23386,Admira,16,Youngstown,37516
23387,Julianna,59,Akron,54883
23388,Eric,29,Cleveland,30451
23389,Tim,58,Dayton,58749
23390,Terry,84,Cleveland,75795
23391,Jen,59,Dayton,37632
23392,Aaliyah,76,Cincinnati,103036
23393,Eric,63,Youngstown,74052
23394,Julianna,52,Akron,99622
23395,Julianna,77,Akron,90665
23396,Paige,50,Dayton,101732
23397,Hector,45,Dayton,70588
23398,Beetlejuice,68,Dayton,76385
23399,Galahad,16,Cleveland,65884
23400,Becky,42,Columbus,42926
23401,William,92,Cleveland,39994
23402,Bill,75,Cleveland,74616
23403,Jeff,32,Toledo,85558
23404,Paige,41,Columbus,55217
23405,Vivian,82,Akron,104100
23406,Vivian,69,Toledo,76597
23407,William,40,Cleveland,62280
23408,Brianna,87,Youngstown,30107
23409,Galahad,64,Dayton,31641
23410,Bill,19,Columbus,87437
23411,Galahad,18,Toledo,82222
23412,TJ,33,Akron,96700
23413,Will,51,Youngstown,42088
23414,Jen,73,Toledo,99854
23415,Matthew,59,Youngstown,37798
23416,Atticus,91,Columbus,75328
23417,Peter,48,Dayton,70981
23418,Ishmael,48,Cleveland,36652
23419,Tim,69,Columbus,35759
23420,Steve,42,Cleveland,59431
23421,Nathan,67,Akron,101570
23422,Galahad,33,Columbus,109258
23423,Vivian,88,Dayton,95789
23424,Galahad,88,Toledo,40955
23425,Galahad,64,Cleveland,94324
23426,Becky,64,Cleveland,42064
23427,Desdemona,18,Dayton,95508
23428,Becky,92,Toledo,34845
23429,Nathan,45,Toledo,43065
23430,Becky,76,Toledo,75680
23431,Chris,21,Toledo,42740
23432,Admira,33,Akron,63156
23433,Tim,23,Cincinnati,66733
23434,Ryan,92,Toledo,31052
23435,Desdemona,80,Cincinnati,75533
23436,Steve,33,Cincinnati,117127
23437,Matthew,85,Dayton,52202
23438,Atticus,17,Dayton,108883
23439,Kylo,18,Cleveland,78737
23440,Admira,82,Akron,67429
23441,Karli,92,Cleveland,40694
23442,TJ,16,Cincinnati,107148
23443,Galahad,47,Akron,35310
23444,Kylo,54,Akron,80205
23445,Vivian,18,Akron,68796
23446,Becky,30,Cincinnati,41088
23447,Julianna,43,Toledo,34195
23448,TJ,62,Toledo,30736
23449,Kylo,64,Youngstown,32689
23450,William,38,Dayton,54573
23451,Jen,21,Akron,100954
23452,Jeff,76,Columbus,88313
23453,Atticus,16,Toledo,97130
23454,Tim,38,Toledo,54886
23455,Desdemona,21,Dayton,78408
23456,Kylo,75,Dayton,49481
23457,Brianna,24,Columbus,54587
23458,Will,21,Dayton,73375
23459,Jen,55,Cincinnati,57494
23460,Paige,79,Cincinnati,36909
23461,Chris,65,Dayton,36484
23462,Chris,24,Toledo,93698
23463,Nathan,89,Dayton,95092
23464,Terry,31,Toledo,30502
23465,Terry,28,Akron,92750
23466,Matthew,25,Akron,101833
23467,Nathan,34,Cincinnati,86478
23468,Leia,84,Cincinnati,70402
23469,Leia,45,Cincinnati,46217
23470,Sarah,21,Toledo,119197
23471,Zoey,81,Cleveland,60430
23472,Peter,71,Toledo,41408
23473,Terri,24,Cleveland,99082
23474,Lin,24,Columbus,118171
23475,Helena,69,Toledo,106693
23476,Peter,21,Columbus,48939
23477,Vivian,16,Akron,48383
23478,Peter,21,Cleveland,94890
23479,Beetlejuice,27,Cincinnati,53992
23480,Terry,82,Toledo,81019
23481,Zoey,32,Cincinnati,114382
23482,Terri,19,Youngstown,72989
23483,William,27,Toledo,109663
23484,Hector,59,Toledo,66458
23485,Terri,29,Dayton,63596
23486,Ryan,83,Cincinnati,53004
23487,Leia,70,Toledo,50781
23488,Chris,24,Toledo,34843
23489,Lin,84,Dayton,96447
23490,Sarah,80,Columbus,85689
23491,Leia,57,Akron,87270
23492,Terry,57,Cincinnati,99172
23493,Becky,56,Columbus,49347
23494,Nathan,43,Cincinnati,111802
23495,Terri,81,Dayton,49044
23496,Atticus,37,Akron,62349
23497,Peter,42,Cleveland,32007
23498,Jen,60,Dayton,40528
23499,Paige,66,Youngstown,117982
23500,Jen,74,Dayton,69220
23501,Terri,85,Cleveland,110632
23502,Peter,83,Toledo,31479
23503,Steve,63,Youngstown,112390
23504,Hector,89,Cincinnati,114575
23505,Terri,72,Dayton,117652
23506,Sarah,91,Toledo,107369
23507,Julianna,74,Cleveland,56787
23508,Desdemona,58,Columbus,106690
23509,Ishmael,91,Cleveland,85796
23510,William,56,Youngstown,36925
23511,Karli,59,Cincinnati,72391
23512,Paige,26,Cleveland,54126
23513,Peter,46,Toledo,70594
23514,Chris,17,Akron,96679
23515,Becky,60,Dayton,47730
23516,Beetlejuice,84,Dayton,33120
23517,Brianna,19,Cleveland,67823
23518,Peter,90,Youngstown,47459
23519,Desdemona,35,Cleveland,78300
23520,Ishmael,37,Cincinnati,89165
23521,William,47,Dayton,85389
23522,Aaliyah,60,Toledo,87818
23523,Jen,89,Akron,42711
23524,Admira,90,Cincinnati,66410
23525,Jen,63,Dayton,110330
23526,Atticus,27,Akron,82427
23527,Bill,81,Toledo,107912
23528,Eric,19,Youngstown,50862
23529,Terri,70,Akron,62342
23530,Lin,90,Columbus,55803
23531,Brianna,77,Youngstown,100772
23532,Sarah,17,Youngstown,40102
23533,Terry,58,Toledo,112555
23534,Nathan,90,Cincinnati,83859
23535,Jen,59,Akron,69809
23536,Leia,50,Toledo,103754
23537,TJ,56,Cleveland,116424
23538,Hector,60,Toledo,103093
23539,Steve,82,Columbus,101068
23540,Hector,17,Columbus,68688
23541,Becky,63,Youngstown,96969
23542,Galahad,72,Akron,107179
23543,Becky,56,Dayton,106213
23544,Beetlejuice,29,Akron,79284
23545,Vivian,25,Columbus,68434
23546,Steve,62,Toledo,82216
23547,Helena,38,Youngstown,50487
23548,Aaliyah,22,Cleveland,30554
23549,Galahad,18,Youngstown,106468
23550,Kylo,70,Cleveland,53645
23551,Steve,19,Youngstown,95319
23552,Will,79,Toledo,62497
23553,Sarah,55,Cleveland,110522
23554,Eric,75,Toledo,100233
23555,Helena,49,Columbus,52177
23556,Hector,50,Dayton,68935
23557,Julianna,22,Toledo,115631
23558,Jen,21,Akron,38798
23559,Terry,70,Akron,62506
23560,Jeff,92,Akron,102754
23561,Matthew,77,Dayton,114278
23562,TJ,89,Cleveland,114012
23563,Bill,58,Cincinnati,62751
23564,Eric,21,Youngstown,114636
23565,Eric,48,Cincinnati,79895
23566,Jeff,59,Cincinnati,103925
23567,Beetlejuice,64,Dayton,62136
23568,Jen,51,Dayton,78103
23569,Jen,87,Cleveland,67421
23570,Bill,46,Dayton,89466
23571,TJ,20,Dayton,120809
23572,Leia,76,Dayton,48234
23573,Will,53,Youngstown,55613
23574,Becky,51,Akron,54579
23575,Sarah,33,Akron,33074
23576,Ryan,17,Columbus,90961
23577,Jeff,70,Youngstown,46560
23578,Zoey,32,Cincinnati,94095
23579,Jen,39,Columbus,89668
23580,TJ,37,Dayton,94605
23581,Morticia,36,Youngstown,50856
23582,TJ,67,Akron,90135
23583,William,84,Cleveland,56876
23584,Admira,63,Akron,68956
23585,Steve,66,Akron,30093
23586,Paige,92,Toledo,67131
23587,Becky,41,Toledo,82115
23588,Nathan,79,Toledo,94516
23589,Tim,24,Dayton,104047
23590,Eric,43,Cleveland,54540
23591,Desdemona,24,Youngstown,90281
23592,Zoey,57,Cleveland,118075
23593,Beetlejuice,65,Columbus,58882
23594,Terry,81,Youngstown,65716
23595,Becky,63,Cincinnati,38294
23596,Desdemona,46,Toledo,31075
23597,Steve,66,Cleveland,84366
23598,Terry,76,Akron,58769
23599,Eric,28,Akron,105338
23600,Jen,36,Akron,54471
23601,TJ,79,Cleveland,39472
23602,Galahad,81,Cincinnati,67244
23603,Nathan,21,Toledo,57692
23604,Will,27,Toledo,52579
23605,Brianna,73,Toledo,56800
23606,Nathan,39,Columbus,34206
23607,Sarah,81,Toledo,108658
23608,Tim,20,Akron,48923
23609,Kylo,82,Dayton,74338
23610,Jen,22,Cincinnati,75653
23611,William,39,Columbus,101553
23612,Steve,37,Dayton,104901
23613,Becky,83,Akron,50720
23614,TJ,61,Dayton,108136
23615,Kylo,85,Dayton,96367
23616,Tim,22,Toledo,45150
23617,Julianna,73,Columbus,105849
23618,Lin,51,Akron,76187
23619,Brianna,74,Akron,44474
23620,Brianna,58,Youngstown,45620
23621,Peter,16,Cleveland,41499
23622,Terri,87,Akron,48901
23623,Beetlejuice,42,Youngstown,57557
23624,Tim,60,Cleveland,119416
23625,Jeff,18,Dayton,81972
23626,Terry,90,Toledo,51272
23627,Becky,68,Youngstown,81559
23628,Desdemona,59,Akron,77416
23629,Becky,71,Dayton,84399
23630,Zoey,38,Columbus,76934
23631,Nathan,51,Cincinnati,50767
23632,Morticia,73,Columbus,109900
23633,Hector,71,Akron,62888
23634,Hector,71,Dayton,74708
23635,Zoey,32,Cincinnati,80190
23636,Hector,25,Cleveland,80501
23637,Karli,82,Dayton,44166
23638,Desdemona,54,Toledo,52991
23639,Leia,89,Cincinnati,46234
23640,Karli,65,Cleveland,52973
23641,TJ,66,Toledo,112584
23642,Zoey,23,Youngstown,33499
23643,Lin,52,Youngstown,66957
23644,Lin,23,Cleveland,69317
23645,Karli,50,Youngstown,54756
23646,Brianna,83,Toledo,105723
23647,Becky,75,Toledo,109212
23648,Becky,75,Youngstown,40834
23649,Terri,50,Dayton,39956
23650,Lin,37,Dayton,83138
23651,Becky,51,Akron,45325
23652,Peter,21,Youngstown,32935
23653,Karli,74,Cleveland,93682
23654,Terry,56,Akron,98555
23655,Julianna,92,Toledo,62620
23656,Sarah,35,Cincinnati,117949
23657,Beetlejuice,87,Cleveland,68466
23658,Jeff,17,Dayton,47477
23659,Brianna,25,Cleveland,120417
23660,Karli,80,Toledo,118318
23661,Peter,60,Columbus,117548
23662,Ryan,67,Cincinnati,35323
23663,Hector,90,Toledo,87013
23664,Sarah,53,Dayton,82531
23665,Tim,38,Youngstown,39112
23666,Beetlejuice,54,Cincinnati,39873
23667,Matthew,85,Akron,72473
23668,Becky,88,Youngstown,65721
23669,Julianna,74,Youngstown,88124
23670,Ishmael,91,Cleveland,113730
